Question;Answer;AnswerPl;Type;Qualification;IsActive
What are the ways of listening to DOM for Angular events?;1. Event Binding - one-way data binding in which information is sent from the Component view to its class. 2. @HostListener - Angular decorator, which handles events fired on the Component's host (it's selector). 3. Renderer2 - we use the Renderer2 .listen() function for the selected event and element. 4. RxJS - we use the RxJS operator .fromEvent() which turns events into sequential observable.;1. Event Binding - jednokierunkowy data binding, w którym informacja wysyłana jest z widoku Componentu do jego klasy. 2. @HostListener - decorator Angulara, który obsługuje eventy wywołane na host'cie Componentu (jego selectorze). 3. Renderer2 - używamy funkcji Renderer2 .listen() dla wskazanego eventu i elementu. 4. RxJS - używamy operatora RxJS .fromEvent(), który zamienia eventy w sekwencyjne observable.;Angular;;false
What is Barrel?;A way to collect exports from a couple of places in one convenient module export {Foo} from './app/foo'.;Sposób żeby zbierać exporty z pary miejsc w jeden wygodny moduł export { Foo } from './app/foo'.;Angular;;false
Whats the difference between @import and @use in SCSS.;Fundamentally both rules do the same thing - load members inside another module. The main differences is how they handle members. @import makes everything globally accessible in the target file. This enables an endless chain of imported files where it's difficult to trace where our variables and mixins are coming from. It also allows for overlap and makes it difficult to trace back why our css breaks. This is a problem especially with complex file structures and projects with multiple contributors and global libraries, which is why @import is no longer recommended by Sass. https://www.liquidlight.co.uk/blog/use-and-import-rules-in-scss/;Fundamentally both rules do the same thing - load members inside another module. The main differences is how they handle members. @import makes everything globally accessible in the target file. This enables an endless chain of imported files where it's difficult to trace where our variables and mixins are coming from. It also allows for overlap and makes it difficult to trace back why our css breaks. This is a problem especially with complex file structures and projects with multiple contributors and global libraries, which is why @import is no longer recommended by Sass. https://www.liquidlight.co.uk/blog/use-and-import-rules-in-scss/;CSS;;false
What is Transpiling in TypeScripcie?;Transpiling is the process of converting TypeScript to JavaScript.;Transpiling to proces konwertowania języka TypeScript do JavaScripta.;Angular;;false
What is the difference between a constructor and ngOnInit?;The constructor is called when the component class is created, ngOnInit is called after class creation is already finalized. The constructor should mainly be used for Dependency Injection and field assignments. ngOnInit is a Life Cycle Hook, called by Angular when the component is created. This is a better place to "start" because all the "hooks" in the component have already been set up.;Konstruktor jest wywoływany kiedy tworzona jest klasa Componentu, ngOnInit jest wywoływana jak tworzenie klasy już jest sfinalozowane. Konstruktor powinien być używany głównie do Dependency Injection i przypisania fieldów. ngOnInit to Life Cycle Hook, wywoływany przez Angulara, kiedy komponent zostanie już stworzony. Jest to lepsze miejsce "zaczęcia", ponieważ wszystkie "podpięcia" w komponencie zostały już ustawione.;Angular;;false
What are the elements of the form?;FormControl - tracks the value and state of a single input. FormGroup - Tracks the value and status of the FormControl group. The form is an input group, so FormGroup defines it.;FormControl - śledzi wartość i stan pojedyńczego inputa. FormGroup - śledzi wartość i stan grupy FormControli. Formularz jest grupą inputów, więc FormGroup definiuje go.;Angular;;false
What is NgRx?;NgRx is a combination of the Redux and Angular pattern - a library for organizing and managing state and state interactions in Angular applications. The goal of NgRx is to organize the state into one single local container, manage this state by requiring one-way data flow, communicate state changes to our components so that they can respond appropriately. NgRx manipulates the state whose parts (slices) are Immutable, which reduces the risk of generating errors in the application and facilitates the detection of changes.;NgRx to kombinacja wzorda Redux i Angulara - biblioteka do organizowania i zarządzania stanem i interakcjami ze stanem w aplikacjach Angulara. Celem NgRx jest organizacja stanu w jeden, pojedyźczy lokalny kontener, zarządanie tym stanem przez wymaganie jednostronnego przepływu danych, komunikowane zmiany stanu do naszych komponentów, żeby mogły odpowiednio reagować. NgRx manipuluje stanem, którego części (slice'y) są Immutable co zmniejsza ryzyko generowania błędów w aplikacji i ułatwia detekcję zmian.;Angular;;true
What is the manifest.webmanifest file for? (pwa manifest);The file is on the same level as index.html and is linked in there. It is one of the conditions for adding PWA functionality to the application. It defines how the installed icon of our PWA application will look like and some other UI parameters.;Plik znajduje się na tym samym poziomie co index.html i jest w nim linkowany. Jest jednym z warunków dodania funkcjonalności PWA do aplikacji. Określa jak zainstalowana ikona naszej aplikacji PWA będzie wyglądała oraz parę innych parametrów UI.;Angular;;false
What is a Decorator in Angular?;This is a function that adds metadata to a class, its properties, or its methods.;To funkcja, która dodaje metadane do klasy, jej propercji, lub jej metod.;Angular;;false
What is the difference between 'em' and 'rem' font size?;'em' is relative to the parent and 'rem' is relative to the base font size.;'em' jest względny do rodzica, a 'rem' do bazowego rozmiaru czcionki.;CSS;;false
What is Encapsulation?;One of the properties of object oriented programming. There are two main uses for encapsulation - hiding data and restricting access to data. The point is, we want the classes to be "loosly coupled" and only share data that they want to share with other classes in the system.;Jedna z właściwości programowania obiektowego. Są dwa główne zastosowania enkapsulacji - ukrywanie danych i ograniczanie dostępu do danych. Chodzi o to, że chcemy aby klasy były "luźno połączone" (loosly coupled) i udostępniały tylko te dane, które chcą dzielić z innymi klasami w systemie.;OOP;;true
What are the localStorage properties?;1. There is no expiration date (persistent storage), it can be removed from the code or browser settings. 2. Up to 10MB of data. 3. For use only on the client side, they are not sent to the server, unless we manually select the data to be sent. 4. Retain the so-called same-origin policy, which means that only code from the same address can access the data.;1. Nie ma daty wygaśnięcia (persistent storage), może zostać usunięte z poziomu kodu lub ustawień przeglądarki. 2. Do 10MB danych. 3. Do użytku tylko po stronie clienta, nie są wysyłane do servera, chyba, że ręcznie wybierzemy dane do wysłania. 4. Zachowują tzw. same-origin policy, co zonaczy, że tylko kod z tego samego adresu może uzyskać dostęp do danych.;JavaScript;;false
Is javascript a statically typed or a dynamically typed language?;JavaScript is a dynamically typed language. In a dynamically typed language, the type of a variable is checked during run-time in contrast to a statically typed language, where the type of a variable is checked during compile-time.;JavaScript to dynamicznie typowany język. W języku typowanym dynamicznym typ zmiennej jest sprawdzany w czasie działania(at run-time), w przeciwieństwie do języka o typowaniu statycznym, w którym typ zmiennej jest sprawdzany w czasie kompilacji.;JavaScript;;true
